Period,OrgCode,OrgName,Type1_Attendance,Type2_Attendance,Other_Attendance,Total_Attendance,Over4hrs_Type1,Wait_4_12hrs,Wait_12plus_hrs,Emergency_Admissions_Type1,Emergency_Admissions_Other,Emergency_Admissions_Total
MSitAE-JULY-2024,RBK,WALSALL HEALTHCARE NHS TRUST,9187,0,4065,13252,2499,696,30,3998,0,3998
MSitAE-JULY-2024,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,6079,0,6799,12878,3513,325,17,2778,0,2778
MSitAE-JULY-2024,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,13350,0,15205,28555,5877,589,315,6909,0,6909
MSitAE-JULY-2024,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,13604,0,5037,18641,4948,897,127,4263,0,4263
MSitAE-JULY-2024,AAH,TETBURY HOSPITAL TRUST LTD,0,0,656,656,0,0,0,0,0,0
MSitAE-JULY-2024,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9141,0,6548,15689,4715,667,953,4960,0,4960
MSitAE-AUGUST-2024,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,9425,762,2991,13178,4560,1503,19,3377,0,3377
MSitAE-AUGUST-2024,RMC,BOLTON NHS FOUNDATION TRUST,7196,0,3435,10631,3074,694,428,2141,94,2235
MSitAE-AUGUST-2024,RLQ,WYE VALLEY NHS TRUST,5824,1104,191,7119,2317,402,241,1821,0,1821
MSitAE-AUGUST-2024,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,4794,0,2183,6977,2638,303,634,1541,0,1541
MSitAE-AUGUST-2024,RJ6,CROYDON HEALTH SERVICES NHS TRUST,12064,0,4545,16609,3900,465,485,1384,0,1384
MSitAE-AUGUST-2024,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1297,0,1297,0,0,0,0,0,0
MSitAE-AUGUST-2024,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,3483,0,0,3483,159,1,0,715,0,715
MSitAE-AUGUST-2024,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-AUGUST-2024,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,28003,0,5633,33636,8638,2818,12,8820,217,9037
MSitAE-AUGUST-2024,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,14153,2323,0,16476,4271,796,82,4993,0,4993
MSitAE-AUGUST-2024,NNJ,DHU HEALTH CARE C.I.C,0,0,1836,1836,0,0,0,0,0,0
MSitAE-AUGUST-2024,AXG,WILTSHIRE HEALTH & CARE,0,0,2574,2574,0,0,0,0,0,0
MSitAE-AUGUST-2024,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,1042,1042,0,0,0,0,0,0
MSitAE-AUGUST-2024,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8668,0,10210,18878,4133,527,566,2542,0,2542
MSitAE-AUGUST-2024,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1441,1441,0,0,0,0,46,46
MSitAE-AUGUST-2024,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,16301,0,2179,18480,2651,640,12,4915,0,4915
MSitAE-AUGUST-2024,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9840,0,0,9840,2527,457,308,3099,0,3099
MSitAE-AUGUST-2024,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,9006,0,8229,17235,3205,1361,0,1974,0,1974
MSitAE-AUGUST-2024,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,21240,1000,10368,32608,8383,2172,95,5446,0,5446
MSitAE-AUGUST-2024,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4587,0,0,4587,1653,189,42,1899,0,1899
MSitAE-AUGUST-2024,Y02428,PUTNOE WALK IN CENTRE,0,0,2395,2395,0,0,0,0,0,0
MSitAE-AUGUST-2024,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,12262,0,0,12262,2915,220,50,1429,0,1429
MSitAE-AUGUST-2024,RPA,MEDWAY NHS FOUNDATION TRUST,8254,0,6525,14779,2698,405,572,1805,0,1805
MSitAE-AUGUST-2024,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,23316,0,8184,31500,10163,3807,496,6691,298,6989
MSitAE-AUGUST-2024,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7939,0,1429,9368,3654,395,85,2104,0,2104
MSitAE-AUGUST-2024,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4447,0,10672,15119,1585,61,0,1552,481,2033
MSitAE-AUGUST-2024,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,16116,686,10138,26940,5972,1581,67,3607,0,3607
MSitAE-AUGUST-2024,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5235,0,5541,10776,2055,602,0,2433,0,2433
MSitAE-AUGUST-2024,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",11649,2203,11348,25200,4999,620,630,7338,0,7338
MSitAE-AUGUST-2024,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6630,0,1196,7826,2298,207,63,1959,0,1959
MSitAE-AUGUST-2024,RBK,WALSALL HEALTHCARE NHS TRUST,8140,0,3856,11996,2010,494,28,3467,0,3467
MSitAE-AUGUST-2024,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,12312,0,13540,25852,5394,613,315,6468,0,6468
MSitAE-AUGUST-2024,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,21610,2878,10782,35270,8773,3009,171,5500,192,5692
MSitAE-AUGUST-2024,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5199,5199,0,0,0,0,0,0
MSitAE-AUGUST-2024,NNJ15,OAKHAM,0,0,98,98,0,0,0,0,0,0
MSitAE-AUGUST-2024,NNJ14,OADBY,0,0,555,555,0,0,0,0,0,0
MSitAE-AUGUST-2024,NNJ13,MELTON MOWBRAY,0,0,75,75,0,0,0,0,0,0
MSitAE-AUGUST-2024,NNJ12,MARKET HARBOROUGH,0,0,84,84,0,0,0,0,0,0
MSitAE-AUGUST-2024,NNJ0H,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0,0,158,158,0,0,0,0,0,0
MSitAE-AUGUST-2024,NNJ07,LOUGHBOROUGH URGENT CARE CENTRE,0,0,5267,5267,0,0,0,0,0,0
MSitAE-AUGUST-2024,NLX,SIRONA CARE & HEALTH,0,0,8236,8236,0,0,0,0,0,0
MSitAE-AUGUST-2024,ARN03,LOCAL CARE DIRECT,0,0,1911,1911,0,0,0,0,0,0
MSitAE-AUGUST-2024,AD913,BECKENHAM BEACON UCC,0,0,3826,3826,0,0,0,0,0,0
MSitAE-AUGUST-2024,Y02676,BRIGHTON STATION HEALTH CENTRE,0,0,1843,1843,0,0,0,0,0,0
MSitAE-AUGUST-2024,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10059,0,2342,12401,5314,590,546,3126,155,3281
MSitAE-AUGUST-2024,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,20272,1837,0,22109,8227,1536,662,5941,0,5941
MSitAE-AUGUST-2024,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,9359,0,9710,19069,6096,1146,732,4105,0,4105
MSitAE-AUGUST-2024,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,7444,7444,0,0,0,0,0,0
MSitAE-AUGUST-2024,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",6825,0,4797,11622,3138,1217,206,2387,0,2387
MSitAE-AUGUST-2024,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10373,0,0,10373,1335,167,16,1742,0,1742
MSitAE-AUGUST-2024,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,14900,1770,7379,24049,6858,1621,644,5096,0,5096
MSitAE-AUGUST-2024,NQTE4,SUMMERFIELD URGENT CARE CENTRE,0,0,2889,2889,0,0,0,0,0,0
MSitAE-AUGUST-2024,DT301,HERTS URGENT CARE (ASCOTS LANE),0,0,2150,2150,0,0,0,0,0,0
MSitAE-AUGUST-2024,AQN04,PHL LYMINGTON UTC,0,0,3066,3066,0,0,0,0,0,0
MSitAE-AUGUST-2024,8J094,BADGER LTD,0,0,0,0,0,0,0,0,0,0
MSitAE-AUGUST-2024,Y02532,MIRIAM MINOR EMERGENCY,0,0,1532,1532,0,0,0,0,0,0
MSitAE-AUGUST-2024,Y02147,URGENT CARE CENTRE (QMS),0,0,7179,7179,0,0,0,0,0,0
MSitAE-AUGUST-2024,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,15433,15433,0,0,0,0,0,0
MSitAE-AUGUST-2024,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1676,1676,0,0,0,0,0,0
MSitAE-AUGUST-2024,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,17,17
MSitAE-AUGUST-2024,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-AUGUST-2024,NQT5H,PAULTON MEMORIAL HOSPITAL,0,0,1035,1035,0,0,0,0,0,0
MSitAE-AUGUST-2024,NQT5F,SKELMERSDALE WALK IN CENTRE,0,0,1619,1619,0,0,0,0,0,0
MSitAE-AUGUST-2024,NL7,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,3772,3772,0,0,0,0,0,0
MSitAE-AUGUST-2024,K6K0R,HAROLD WOOD POLYCLINIC UTC,0,0,2641,2641,0,0,0,0,0,0
MSitAE-AUGUST-2024,G0Q0L,BARKING HOSPITAL UTC,0,0,2493,2493,0,0,0,0,0,0
MSitAE-AUGUST-2024,C82038,LATHAM HOUSE MEDICAL PRACTICE,0,0,355,355,0,0,0,0,0,0
MSitAE-AUGUST-2024,C82009,MARKET HARBOROUGH MED.CTR,0,0,280,280,0,0,0,0,0,0
TOTAL,TOTAL,TOTAL,1292332,47731,746162,2086225,487960,87995,28494,390554,4661,395215
MSitAE-AUGUST-2024,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-AUGUST-2024,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,0,0,2876,2876,0,0,0,0,1,1
MSitAE-AUGUST-2024,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14746,0,0,14746,4154,884,2,2882,0,2882
MSitAE-AUGUST-2024,NTV0B,ASHFORD WALK-IN-CENTRE,0,0,2331,2331,0,0,0,0,0,0
MSitAE-AUGUST-2024,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,3730,0,0,3730,148,0,0,861,0,861
MSitAE-AUGUST-2024,NTV0W,WOKING WALK IN CENTRE,0,0,2491,2491,0,0,0,0,0,0
MSitAE-AUGUST-2024,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6432,0,3643,10075,2930,318,33,2114,0,2114
MSitAE-AUGUST-2024,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6150,0,1404,7554,758,60,0,2479,0,2479
MSitAE-AUGUST-2024,NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,5004,5004,0,0,0,0,0,0
MSitAE-AUGUST-2024,L83087,OKEHAMPTON MEDICAL CENTRE,0,0,96,96,0,0,0,0,0,0
MSitAE-AUGUST-2024,Y07709,READING URGENT CARE CENTRE,0,0,2115,2115,0,0,0,0,0,0
MSitAE-AUGUST-2024,RNU,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,3643,3643,0,0,0,0,0,0
MSitAE-AUGUST-2024,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8907,144,5284,14335,4568,690,297,2956,0,2956
MSitAE-AUGUST-2024,RJN,EAST CHESHIRE NHS TRUST,4125,0,0,4125,1995,186,70,867,0,867
MSitAE-AUGUST-2024,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,7363,0,712,8075,2488,465,260,1950,0,1950
MSitAE-AUGUST-2024,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,10568,1333,5515,17416,4269,450,1,4184,0,4184
MSitAE-AUGUST-2024,NQT51,STATION PLAZA HEALTH CENTRE,0,0,1151,1151,0,0,0,0,0,0
MSitAE-AUGUST-2024,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2361,2361,0,0,0,0,0,0
MSitAE-AUGUST-2024,AAH,TETBURY HOSPITAL TRUST LTD,0,0,552,552,0,0,0,0,0,0
MSitAE-AUGUST-2024,Y03218,THE PINN UNREGISTERED WIC,0,0,1074,1074,0,0,0,0,0,0
MSitAE-AUGUST-2024,Y03007,ERDINGTON GP HEALTH & WELLBEING WIC,0,0,0,0,0,0,0,0,0,0
MSitAE-AUGUST-2024,Y02615,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,6192,6192,0,0,0,0,0,0
MSitAE-AUGUST-2024,Y00751,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0
MSitAE-AUGUST-2024,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,6151,6151,0,0,0,0,0,0
MSitAE-AUGUST-2024,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,8664,8664,0,0,0,0,0,0
MSitAE-AUGUST-2024,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-AUGUST-2024,RV9,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,1116,1116,0,0,0,0,0,0
MSitAE-AUGUST-2024,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8490,0,0,8490,1896,224,0,2878,0,2878
MSitAE-AUGUST-2024,NV693,ROSSENDALE MIU & OOH,0,0,1053,1053,0,0,0,0,0,0
MSitAE-AUGUST-2024,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,31490,363,1511,33364,12017,2750,1600,11641,0,11641
MSitAE-AUGUST-2024,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,5352,0,3468,8820,2427,943,0,1457,0,1457
MSitAE-AUGUST-2024,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8644,0,3291,11935,2490,554,256,3028,24,3052
MSitAE-AUGUST-2024,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,8979,0,12194,21173,1587,8,0,4196,63,4259
MSitAE-AUGUST-2024,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,12375,0,0,12375,4612,586,394,2569,0,2569
MSitAE-AUGUST-2024,RNZ,SALISBURY NHS FOUNDATION TRUST,4489,334,1814,6637,1846,379,2,1309,0,1309
MSitAE-AUGUST-2024,RN7,DARTFORD AND GRAVESHAM NHS TRUST,10046,0,3539,13585,2955,578,50,2806,0,2806
MSitAE-AUGUST-2024,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11978,104,476,12558,5150,283,20,4148,37,4185
MSitAE-AUGUST-2024,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,7648,0,2203,9851,3013,629,97,1721,0,1721
MSitAE-AUGUST-2024,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12009,0,8937,20946,3719,594,69,2697,0,2697
MSitAE-AUGUST-2024,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-AUGUST-2024,RKE,WHITTINGTON HEALTH NHS TRUST,8979,0,0,8979,2440,302,113,983,0,983
MSitAE-AUGUST-2024,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,10799,816,5748,17363,5613,108,26,1669,150,1819
MSitAE-AUGUST-2024,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,12919,433,7598,20950,5675,1133,247,4994,0,4994
MSitAE-AUGUST-2024,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8861,1132,6642,16635,4351,1097,13,3514,0,3514
MSitAE-AUGUST-2024,RH5,SOMERSET NHS FOUNDATION TRUST,12836,0,9360,22196,4814,322,38,3088,0,3088
MSitAE-AUGUST-2024,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10138,0,5640,15778,4471,595,245,2740,34,2774
MSitAE-AUGUST-2024,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,13526,0,4324,17850,4683,604,559,3517,54,3571
MSitAE-AUGUST-2024,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,7088,0,1456,8544,3150,756,57,2644,275,2919
MSitAE-AUGUST-2024,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,8118,0,0,8118,2552,337,0,1904,0,1904
MSitAE-AUGUST-2024,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,14589,0,11577,26166,6004,931,120,6315,333,6648
MSitAE-AUGUST-2024,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4834,0,1047,5881,1229,212,4,1055,0,1055
MSitAE-AUGUST-2024,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,10260,359,6792,17411,5736,830,388,4485,0,4485
MSitAE-AUGUST-2024,RBV,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-AUGUST-2024,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,8325,0,6787,15112,3977,180,10,3300,99,3399
MSitAE-AUGUST-2024,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,15686,0,6746,22432,5312,718,298,6935,0,6935
MSitAE-AUGUST-2024,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,12435,0,6018,18453,5940,780,335,3307,0,3307
MSitAE-AUGUST-2024,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,7497,446,5804,13747,3764,340,742,1373,148,1521
MSitAE-AUGUST-2024,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,7704,0,7134,14838,2355,557,25,3979,0,3979
MSitAE-AUGUST-2024,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,14582,0,7961,22543,5850,1374,452,2793,0,2793
MSitAE-AUGUST-2024,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,19069,0,8871,27940,7987,828,639,4062,1,4063
MSitAE-AUGUST-2024,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1586,1586,0,0,0,0,3,3
MSitAE-AUGUST-2024,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11028,2275,0,13303,3195,297,0,2392,0,2392
MSitAE-AUGUST-2024,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6652,0,2720,9372,3586,596,539,2223,0,2223
MSitAE-AUGUST-2024,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7488,0,2445,9933,4206,668,628,2151,0,2151
MSitAE-AUGUST-2024,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,16221,0,7472,23693,5507,983,517,3828,0,3828
MSitAE-AUGUST-2024,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,11466,11466,0,0,0,0,0,0
MSitAE-AUGUST-2024,R1H,BARTS HEALTH NHS TRUST,23072,900,15461,39433,10843,1259,923,4736,0,4736
MSitAE-AUGUST-2024,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,10103,10103,0,0,0,0,0,0
MSitAE-AUGUST-2024,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12196,0,4102,16298,5277,1767,19,3974,0,3974
MSitAE-AUGUST-2024,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-AUGUST-2024,C83023,SLEAFORD MEDICAL GROUP,0,0,520,520,0,0,0,0,0,0
MSitAE-AUGUST-2024,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,13740,1292,6652,21684,6199,1526,406,2635,0,2635
MSitAE-AUGUST-2024,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,10029,301,1507,11837,2603,346,498,1789,0,1789
MSitAE-AUGUST-2024,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,8901,0,6001,14902,4401,761,652,5038,0,5038
MSitAE-AUGUST-2024,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,9600,755,6306,16661,3894,128,18,2073,0,2073
MSitAE-AUGUST-2024,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,11011,1283,0,12294,3616,241,6,3770,0,3770
MSitAE-AUGUST-2024,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,8167,0,0,8167,3025,560,15,2434,7,2441
MSitAE-AUGUST-2024,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,6465,0,7507,13972,2705,214,343,1935,152,2087
MSitAE-AUGUST-2024,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,2856,2856,0,0,0,0,0,0
MSitAE-AUGUST-2024,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5660,0,6238,11898,3220,280,10,2589,0,2589
MSitAE-AUGUST-2024,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11262,1807,1778,14847,3596,782,0,4247,14,4261
MSitAE-AUGUST-2024,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,21299,1537,5156,27992,8909,1561,1108,8163,43,8206
MSitAE-AUGUST-2024,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7730,0,4619,12349,2694,384,0,2146,0,2146
MSitAE-AUGUST-2024,RCF,AIREDALE NHS FOUNDATION TRUST,5712,250,0,5962,2335,419,101,1463,0,1463
MSitAE-AUGUST-2024,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,15388,0,6452,21840,5874,82,3,4343,0,4343
MSitAE-AUGUST-2024,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,3843,0,0,3843,290,0,0,693,0,693
MSitAE-AUGUST-2024,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,8798,1061,2757,12616,2109,643,64,2459,28,2487
MSitAE-AUGUST-2024,R1F,ISLE OF WIGHT NHS TRUST,4455,282,1791,6528,1900,171,34,1144,0,1144
MSitAE-AUGUST-2024,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,3262,3262,0,0,0,0,0,0
MSitAE-AUGUST-2024,NR3,NOTTINGHAM CITYCARE PARTNERSHIP,0,0,4789,4789,0,0,0,0,0,0
MSitAE-AUGUST-2024,NNFA7,GOOLE & DISTRICT HOSPITAL,0,0,1541,1541,0,0,0,0,0,0
MSitAE-AUGUST-2024,NNF94,EAST RIDING COMMUNITY HOSPITAL,0,0,2910,2910,0,0,0,0,0,0
MSitAE-AUGUST-2024,NNF16,BRIDLINGTON HOSPITAL,0,0,1838,1838,0,0,0,0,0,0
MSitAE-AUGUST-2024,NNF09,BRANSHOLME HEALTH CENTRE,0,0,3487,3487,0,0,0,0,0,0
MSitAE-AUGUST-2024,AJN,WORKINGTON HEALTH LIMITED,0,0,381,381,0,0,0,0,0,0
MSitAE-AUGUST-2024,ACH01,WHITSTABLE MEDICAL PRACTICE,0,0,5170,5170,0,0,0,0,0,0
MSitAE-AUGUST-2024,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,10815,3847,7157,21819,4454,660,170,3799,0,3799
MSitAE-AUGUST-2024,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,9083,1106,3295,13484,3045,257,114,4044,0,4044
MSitAE-AUGUST-2024,RXF,MID YORKSHIRE TEACHING NHS TRUST,15391,151,5579,21121,5982,2271,118,3544,165,3709
MSitAE-AUGUST-2024,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6457,0,2811,9268,3266,833,569,1717,0,1717
MSitAE-AUGUST-2024,RW4,MERSEY CARE NHS FOUNDATION TRUST,0,0,11716,11716,0,0,0,0,0,0
MSitAE-AUGUST-2024,RVJ,NORTH BRISTOL NHS TRUST,8834,0,0,8834,3410,662,83,2664,0,2664
MSitAE-AUGUST-2024,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,13227,0,5108,18335,4636,520,34,4203,0,4203
MSitAE-AUGUST-2024,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,6978,0,13933,20911,4106,691,375,2357,85,2442
MSitAE-AUGUST-2024,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7757,0,1390,9147,3175,622,269,1697,0,1697
MSitAE-AUGUST-2024,RWJ,STOCKPORT NHS FOUNDATION TRUST,7521,0,902,8423,2914,636,90,2567,84,2651
MSitAE-AUGUST-2024,RJ2,LEWISHAM AND GREENWICH NHS TRUST,13116,0,9639,22755,6100,909,317,4035,0,4035
MSitAE-AUGUST-2024,RY7,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4431,4431,0,0,0,0,0,0
MSitAE-AUGUST-2024,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,12519,0,9583,22102,4131,767,713,4075,92,4167
MSitAE-AUGUST-2024,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,0,0,0,0,8,8
MSitAE-AUGUST-2024,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,11392,0,3432,14824,4112,1029,299,3076,80,3156
MSitAE-AUGUST-2024,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,8411,0,2403,10814,2960,239,4,2971,0,2971
MSitAE-AUGUST-2024,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,14080,1762,331,16173,6415,702,230,4180,0,4180
MSitAE-AUGUST-2024,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,12797,0,4349,17146,4835,923,18,3964,0,3964
MSitAE-AUGUST-2024,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,12131,0,12066,24197,5313,581,1033,2971,637,3608
MSitAE-AUGUST-2024,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7068,0,8661,15729,3345,224,3,2539,128,2667
MSitAE-AUGUST-2024,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9097,0,0,9097,2779,455,137,2698,0,2698
